id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
https://archief.amsterdam/indexen/deeds/bebf5fd4-ebe8-1e00-e053-b784100af734,"744,3133",KLAG03343000126,"2419,3772",KLAG03343000126
,"2826,2140",A33853000036,"2529,2026",A33853000037
,"2114,96",KLAD02233000107,"1862,2697",KLAD02233000108
,"413,117",KLAD02233000020,"3609,1290",KLAD02233000020
,"2828,132",KLAD01978000081,"4947,3806",KLAD01978000081
,"532,106",A30981000038,"4797,1425",A30981000038
,"2700,159",KLAD01982000040,"4911,3655",KLAD01982000040
https://archief.amsterdam/indexen/deeds/9d6d21e2-690e-666d-e053-b784100a1840,"670,104",A23654000172,"1946,3112",A23654000172
,"2647,131",A30998000003,"2342,3787",A30998000004
https://archief.amsterdam/indexen/deeds/d0092ad1-3938-1a7b-e053-b784100aab8a,"2964,414",NOTG00054000051,"5329,2519",NOTG00054000051
,"291,114",KLAD01971000007,"3610,2766",KLAD01971000007
,"2130,125",KLAD01840000151,"3701,2650",KLAD01840000151
https://archief.amsterdam/indexen/deeds/9d6d21e1-8512-666d-e053-b784100a1840,"535,147",A30768000015,"5113,1925",A30768000015
,"2304,226",NOTD00100000009,"3969,3094",NOTD00100000010
https://archief.amsterdam/indexen/deeds/9d6d21e2-fd7a-666d-e053-b784100a1840,"223,1551",A23649000107,"2192,3131",A23649000107
https://archief.amsterdam/indexen/deeds/9d6d21e2-8afd-666d-e053-b784100a1840,"174,125",A23649000021,"2018,3096",A23649000021
,"900,207",KLAD01899000181,"5057,1687",KLAD01899000181
,"2143,130",KLAD01840000161,"1931,1591",KLAD01840000162
,"409,136",KLAD01840000115,"1860,1803",KLAD01840000117
https://archief.amsterdam/indexen/deeds/9d6d21e0-04b8-666d-e053-b784100a1840,"607,192",A30768000081,"2549,3959",A30768000081
https://archief.amsterdam/indexen/deeds/9d6d21e0-770e-666d-e053-b784100a1840,"3312,107",A30768000166,"2540,3671",A30768000167
,"266,116",NOTD00104000022,"2002,2433",NOTD00104000023
,"684,1531",A24966000069,"5055,3869",A24966000069
https://archief.amsterdam/indexen/deeds/9d6d21e1-cd25-666d-e053-b784100a1840,"2992,1781",A30761000031,"2526,2568",A30761000032
,"304,130",A31203000112,"2327,3605",A31203000112
https://archief.amsterdam/indexen/deeds/9d6d21e2-9a7d-666d-e053-b784100a1840,"320,163",A23658000043,"2048,2842",A23658000043
,"2843,175",KLAD01887000160,"4963,3669",KLAD01887000160
https://archief.amsterdam/indexen/deeds/9d6d21e0-5ef8-666d-e053-b784100a1840,"481,177",A23657000053,"2164,2565",A23657000053
https://archief.amsterdam/indexen/deeds/9d6d21e2-fd7d-666d-e053-b784100a1840,"2505,204",A23645000016,"4267,3338",A23645000016
https://archief.amsterdam/indexen/deeds/e557c10e-f5a8-7dcb-e053-b784100a971b,"551,135",KLAB04781000110,"2519,3739",KLAB04781000110
https://archief.amsterdam/indexen/deeds/9d6d21e2-28b0-666d-e053-b784100a1840,"585,198",A23658000221,"2166,2962",A23658000221
,"2592,146",A32396000108,"2282,1851",A32396000109
https://archief.amsterdam/indexen/deeds/9d6d21e1-42f5-666d-e053-b784100a1840,"2426,155",A23646000193,"4230,3057",A23646000193
https://archief.amsterdam/indexen/deeds/9d6d21e1-42f7-666d-e053-b784100a1840,"2408,161",A23646000074,"4105,3099",A23646000074
https://archief.amsterdam/indexen/deeds/9d6d21e3-0c7d-666d-e053-b784100a1840,"464,98",A23661000018,"2172,2137",A23661000018
https://archief.amsterdam/indexen/deeds/9d6d21e1-42f8-666d-e053-b784100a1840,"2444,130",A23648000072,"4354,3319",A23648000072
https://archief.amsterdam/indexen/deeds/e557c10f-4a5a-7dcb-e053-b784100a971b,"3101,197",KLAC01164000195,"5250,3769",KLAC01164000195
https://archief.amsterdam/indexen/deeds/e557c10e-f5ac-7dcb-e053-b784100a971b,"3022,205",KLAB04781000123,"5034,3764",KLAB04781000123
,"492,180",A33628000047,"2704,3938",A33628000047
https://archief.amsterdam/indexen/deeds/bebf5fd4-c876-1e00-e053-b784100af734,"2961,166",KLAG03343000099,"5059,2414",KLAG03343000099
https://archief.amsterdam/indexen/deeds/d0092ad1-39c4-1a7b-e053-b784100aab8a,"106,132",A23644000062,"2320,2863",A23644000062
,"399,98",KLAD02222000088,"3668,2796",KLAD02222000088
https://archief.amsterdam/indexen/deeds/d0092ad1-39ca-1a7b-e053-b784100aab8a,"3292,224",NOTG00054000241,"5512,3448",NOTG00054000241
,"2554,128",A32406000062,"4322,2184",A32406000062
,"2773,156",A32419000015,"2432,3015",A32419000016
,"364,62",A33621000059,"2573,3759",A33621000059
https://archief.amsterdam/indexen/deeds/9d6d21e2-b3c7-666d-e053-b784100a1840,"1988,49",A20362000050,"3415,2620",A20362000050
https://archief.amsterdam/indexen/deeds/9d6d21df-eccc-666d-e053-b784100a1840,"2340,163",A23656000227,"3961,2396",A23656000227
,"277,117",A33864000005,"2234,3694",A33864000005
,"2925,127",A30981000087,"2437,3723",A30981000088
,"431,170",KLAD01557000055,"2483,3625",KLAD01557000055
https://archief.amsterdam/indexen/deeds/9d6d21e2-28ec-666d-e053-b784100a1840,"181,212",A23646000075,"2143,3055",A23646000075
,"2201,144",A25702000057,"1893,1040",A25702000058
,"377,1070",KLAD01877000060,"3592,1174",KLAD01877000060
,"2063,106",KLAD01549000030,"3590,2807",KLAD01549000030
https://archief.amsterdam/indexen/deeds/9d6d21e0-d160-666d-e053-b784100a1840,"239,128",A23647000034,"2152,3272",A23647000034
,"2854,104",A33864000046,"2410,3720",A33864000047
,"341,130",KLAB03099000029,"2492,3755",KLAB03099000029
,"445,131",KLAD01958000110,"3619,1398",KLAD01958000110
,"2638,100",A26720000022,"4684,3563",A26720000022
,"576,156",KLAD01982000101,"2666,3808",KLAD01982000101
,"2845,148",KLAB05520000135,"5005,3788",KLAB05520000135
https://archief.amsterdam/indexen/deeds/9d6d21e1-b628-666d-e053-b784100a1840,"2181,140",A23656000026,"3874,2092",A23656000026
https://archief.amsterdam/indexen/deeds/bebf5fd5-10ea-1e00-e053-b784100af734,"2880,203",KLAG03343000044,"5080,3600",KLAG03343000044
,"1961,140",A16581000096,"1765,1574",A16581000097
,"583,143",KLAD03391000036,"4908,1459",KLAD03391000036
https://archief.amsterdam/indexen/deeds/9d6d21e3-98c3-666d-e053-b784100a1840,"280,203",A30761000068,"2365,2937",A30761000068
https://archief.amsterdam/indexen/deeds/9d6d21e0-eb5c-666d-e053-b784100a1840,"675,1929",A30768000168,"5098,3242",A30768000168
,"2037,63",KLAD02233000024,"3459,2252",KLAD02233000024
https://archief.amsterdam/indexen/deeds/9d6d21e2-b486-666d-e053-b784100a1840,"336,95",A30708000044,"3626,1954",A30708000044
,"395,83",KLAD03196000033,"4668,2553",KLAD03196000034
https://archief.amsterdam/indexen/deeds/d0092ad1-3a60-1a7b-e053-b784100aab8a,"3069,324",NOTG00054000374,"5434,3644",NOTG00054000374
,"2733,124",KLAD01960000039,"4881,3695",KLAD01960000039
https://archief.amsterdam/indexen/deeds/9d6d21e3-2a09-666d-e053-b784100a1840,"1972,39",A20362000052,"3434,2572",A20362000052
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6c3-666d-e053-b784100a1840,"435,105",A23658000127,"2179,2965",A23658000127
https://archief.amsterdam/indexen/deeds/9d6d21e2-28ee-666d-e053-b784100a1840,"2241,100",A23653000003,"4123,2490",A23653000003
,"504,139",KLAD01885000048,"2413,1927",KLAD01885000049
https://archief.amsterdam/indexen/deeds/9d6d21e1-b629-666d-e053-b784100a1840,"2338,114",A23661000018,"4026,2421",A23661000018
,"470,113",KLAD03197000029,"2505,3581",KLAD03197000030
https://archief.amsterdam/indexen/deeds/9d6d21e1-b62a-666d-e053-b784100a1840,"110,167",A23650000081,"2145,3180",A23650000081
https://archief.amsterdam/indexen/deeds/9d6d21e3-98c8-666d-e053-b784100a1840,"643,101",A23654000183,"1940,3131",A23654000183
,"394,110",KLAD02233000073,"1806,2726",KLAD02233000073
https://archief.amsterdam/indexen/deeds/9d6d21e0-5f43-666d-e053-b784100a1840,"2194,161",A23653000022,"4152,2881",A23653000022
https://archief.amsterdam/indexen/deeds/9d6d21e1-a652-666d-e053-b784100a1840,"2318,84",A23649000034,"4085,3095",A23649000034
,"391,117",NOTD00099000031,"3858,1826",NOTD00099000031
,"306,121",KLAD02233000052,"1869,2757",KLAD02233000052
https://archief.amsterdam/indexen/deeds/9d6d21e2-9ac2-666d-e053-b784100a1840,"593,104",A20015000057,"2543,3446",A20015000057
,"2732,155",KLAD01982000007,"4748,3656",KLAD01982000010
,"2286,245",NOTD00100000022,"2047,2801",NOTD00100000023
,"1961,744",A16581000134,"3482,2667",A16581000134
https://archief.amsterdam/indexen/deeds/9d6d21df-ecd1-666d-e053-b784100a1840,"2314,150",A23652000004,"4312,3318",A23652000004
https://archief.amsterdam/indexen/deeds/9d6d21e1-a653-666d-e053-b784100a1840,"315,240",A23645000299,"2387,3361",A23645000299
https://archief.amsterdam/indexen/deeds/9d6d21e0-ec55-666d-e053-b784100a1840,"3156,201",A30768000065,"5168,3567",A30768000065
https://archief.amsterdam/indexen/deeds/9d6d21e0-d19c-666d-e053-b784100a1840,"2255,158",A23658000078,"3998,2454",A23658000078
,"423,323",NOTD00100000058,"4069,2703",NOTD00100000058
,"476,140",KLAD01840000111,"1911,2660",KLAD01840000111
,"2892,178",KLAD01978000113,"2471,3835",KLAD01978000114
https://archief.amsterdam/indexen/deeds/9d6d21e3-0cf2-666d-e053-b784100a1840,"543,251",A23652000128,"2294,2607",A23652000128
https://archief.amsterdam/indexen/deeds/e557c10e-b59d-7dcb-e053-b784100a971b,"630,105",KLAB04781000139,"2470,3806",KLAB04781000139
https://archief.amsterdam/indexen/deeds/9d6d21e3-7eb4-666d-e053-b784100a1840,"2425,185",A23655000156,"4267,2997",A23655000156
https://archief.amsterdam/indexen/deeds/a3cb51cc-2ffb-50ee-e053-b784100a6caf,"2951,2284",KLAB05562000182,"2473,3461",KLAB05562000183
,"442,101",NOTD00102000019,"3966,3062",NOTD00102000020
,"446,111",KLAD03522000026,"3482,1560",KLAD03522000026
https://archief.amsterdam/indexen/deeds/9d6d21df-ed10-666d-e053-b784100a1840,"2340,205",A23656000108,"3982,2325",A23656000108
https://archief.amsterdam/indexen/deeds/9d6d21e2-292e-666d-e053-b784100a1840,"586,210",A23658000213,"2086,2595",A23658000213
,"832,236",KLAB04820000063,"3668,5552",KLAB04820000063
,"2925,108",KLAD03194000128,"5050,2490",KLAD03194000129
https://archief.amsterdam/indexen/deeds/9d6d21e2-1a51-666d-e053-b784100a1840,"149,115",A23651000060,"1971,2942",A23651000060
,"2934,288",A33642000083,"4900,3538",A33642000083
,"265,87",KLAD01545000036,"3607,2224",KLAD01545000036
,"278,101",KLAD01936000036,"5044,1633",KLAD01936000036
,"188,135",A16581000009,"1645,2650",A16581000009
,"3011,195",KLAD01899000159,"5154,3706",KLAD01899000159
https://archief.amsterdam/indexen/deeds/d0092ad1-3b39-1a7b-e053-b784100aab8a,"3357,252",NOTG00054000238,"5556,3553",NOTG00054000238
https://archief.amsterdam/indexen/deeds/9d6d21df-c72e-666d-e053-b784100a1840,"507,2443",KLAB04784000028,"4989,3935",KLAB04784000028
https://archief.amsterdam/indexen/deeds/9d6d21e1-a6a4-666d-e053-b784100a1840,"2352,127",A23649000049,"4099,3089",A23649000049
,"2498,176",A23539000047,"4065,3077",A23539000047
https://archief.amsterdam/indexen/deeds/9d6d21e0-5f83-666d-e053-b784100a1840,"2230,170",A23646000108,"4290,3010",A23646000108
https://archief.amsterdam/indexen/deeds/bebf5fd4-ec36-1e00-e053-b784100af734,"475,201",KLAG03343000134,"2441,2322",KLAG03343000134
,"2246,147",A25702000130,"1865,2790",A25702000132
,"2859,135",KLAD01887000195,"5000,3780",KLAD01887000195
https://archief.amsterdam/indexen/deeds/9d6d21e2-1a53-666d-e053-b784100a1840,"2123,70",A23651000171,"3787,2905",A23651000171
,"514,127",A31025000024,"2412,3293",A31025000025
https://archief.amsterdam/indexen/deeds/d0092ad1-3b8c-1a7b-e053-b784100aab8a,"3227,355",NOTG00054000281,"5426,3624",NOTG00054000281
,"735,256",KLAC01212000187,"2786,1414",KLAC01212000188
,"3010,154",KLAB03099000178,"5024,3752",KLAB03099000178
https://archief.amsterdam/indexen/deeds/9d6d21e0-d1db-666d-e053-b784100a1840,"2364,150",A23658000094,"4075,2647",A23658000094
https://archief.amsterdam/indexen/deeds/9d6d21e3-0d36-666d-e053-b784100a1840,"2316,152",A23656000202,"3953,2384",A23656000202
,"2120,89",KLAD02233000080,"3590,2702",KLAD02233000080
,"2904,216",A33628000038,"2507,2711",A33628000039
https://archief.amsterdam/indexen/deeds/d0092ad1-3b95-1a7b-e053-b784100aab8a,"2972,318",NOTG00054000386,"5105,3333",NOTG00054000386
https://archief.amsterdam/indexen/deeds/9d6d21e1-a6e3-666d-e053-b784100a1840,"2536,147",A23645000179,"4438,3339",A23645000179
https://archief.amsterdam/indexen/deeds/9d6d21e3-a255-666d-e053-b784100a1840,"872,230",A30768000093,"2508,3883",A30768000093
https://archief.amsterdam/indexen/deeds/9d6d21e1-b69a-666d-e053-b784100a1840,"2438,181",A23646000084,"4149,3030",A23646000084
,"540,948",KLAD01978000104,"4971,3776",KLAD01978000104
,"319,161",KLAD01840000089,"3619,1378",KLAD01840000089
,"517,108",NOTD00104000049,"4006,2479",NOTD00104000049
,"2471,193",A23539000062,"4079,3022",A23539000062
,"1983,73",KLAD01984000063,"1730,2736",KLAD01984000064
https://archief.amsterdam/indexen/deeds/9d6d21e3-f55c-666d-e053-b784100a1840,"391,218",A23645000162,"2335,3322",A23645000162
,"377,137",A33628000038,"2726,3406",A33628000038
https://archief.amsterdam/indexen/deeds/9d6d21e2-9b4e-666d-e053-b784100a1840,"2397,113",A23650000168,"4231,3192",A23650000168
,"352,170",KLAD01983000018,"4850,1671",KLAD01983000018
,"2018,126",A16607000051,"3596,2659",A16607000051
,"2727,146",KLAD03197000023,"4776,2378",KLAD03197000024
https://archief.amsterdam/indexen/deeds/9d6d21e2-8c02-666d-e053-b784100a1840,"313,209",A23645000211,"2377,3345",A23645000211
https://archief.amsterdam/indexen/deeds/e557c10e-b5a6-7dcb-e053-b784100a971b,"245,147",KLAC01164000013,"2419,3667",KLAC01164000013
,"2648,103",KLAD03195000023,"4915,3718",KLAD03195000025
,"2730,118",KLAD01983000045,"4900,3612",KLAD01983000045
https://archief.amsterdam/indexen/deeds/d0092ad1-3be7-1a7b-e053-b784100aab8a,"173,141",A23644000136,"2363,3600",A23644000136
https://archief.amsterdam/indexen/deeds/9d6d21df-de2c-666d-e053-b784100a1840,"142,141",A23651000118,"2076,2927",A23651000118
,"2890,195",KLAD01900000017,"4892,3863",KLAD01900000017
,"2801,140",A16128000061,"5100,3809",A16128000061
,"420,150",KLAD01840000171,"3752,2620",KLAD01840000171
https://archief.amsterdam/indexen/deeds/9d6d21e1-43be-666d-e053-b784100a1840,"434,146",A23647000180,"2307,3265",A23647000180
,"666,141",A31025000090,"2559,3727",A31025000090
,"240,130",A33852000046,"2519,3749",A33852000046
,"684,256",KLAD01899000013,"5061,1820",KLAD01899000013
,"2815,151",NOTC01001000012,"5191,3842",NOTC01001000012
,"1775,130",A16608000022,"3202,2361",A16608000022
https://archief.amsterdam/indexen/deeds/d0092ad1-3c28-1a7b-e053-b784100aab8a,"715,1916",NOTG00054000117,"2849,3887",NOTG00054000117
,"3049,2235",KLAD01928000110,"2583,3678",KLAD01928000111
,"2771,141",KLAD03194000026,"2363,3271",KLAD03194000027
,"526,136",A31025000093,"2520,3664",A31025000094
https://archief.amsterdam/indexen/deeds/9d6d21e1-a72c-666d-e053-b784100a1840,"455,161",A23645000182,"2367,3317",A23645000182
https://archief.amsterdam/indexen/deeds/9d6d21df-ed5b-666d-e053-b784100a1840,"2396,52",A23650000153,"4239,3200",A23650000153
,"290,97",KLAD02194000032,"1705,2482",KLAD02194000032
https://archief.amsterdam/indexen/deeds/9d6d21e3-0d38-666d-e053-b784100a1840,"323,110",A23653000142,"2056,2889",A23653000142
,"341,131",KLAD01877000082,"1925,2479",KLAD01877000082
,"379,200",A32698000011,"4728,2236",A32698000011
https://archief.amsterdam/indexen/deeds/9d6d21e0-d1df-666d-e053-b784100a1840,"592,235",A23655000106,"2205,2948",A23655000106
https://archief.amsterdam/indexen/deeds/9d6d21e1-b69e-666d-e053-b784100a1840,"2494,157",A23648000113,"4328,3311",A23648000113
,"218,275",KLAD01549000023,"1771,2789",KLAD01549000023
,"2813,170",KLAB05564000175,"2432,1210",KLAB05564000176
https://archief.amsterdam/indexen/deeds/9d6d21df-9a60-666d-e053-b784100a1840,"2451,148",A23654000059,"4076,3057",A23654000059
https://archief.amsterdam/indexen/deeds/9d6d21e1-b6ed-666d-e053-b784100a1840,"2297,109",A23655000073,"4162,2803",A23655000073
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6cf-666d-e053-b784100a1840,"2377,205",A23652000031,"4232,2549",A23652000031
,"363,98",A20373000045,"1669,2593",A20373000045
,"597,155",KLAD01885000217,"2577,3710",KLAD01885000217
,"232,82",A31203000152,"2379,3655",A31203000152
https://archief.amsterdam/indexen/deeds/9d6d21e2-9b90-666d-e053-b784100a1840,"2179,149",A23653000166,"4018,2624",A23653000166
https://archief.amsterdam/indexen/deeds/e557c10f-1fed-7dcb-e053-b784100a971b,"3031,1678",KLAB04781000154,"2469,3667",KLAB04781000155
,"2876,146",KLAD03391000044,"4776,2411",KLAD03391000045
https://archief.amsterdam/indexen/deeds/9d6d21df-9a62-666d-e053-b784100a1840,"630,97",A23654000104,"2103,3114",A23654000104
https://archief.amsterdam/indexen/deeds/e557c10e-b5be-7dcb-e053-b784100a971b,"662,184",KLAB04781000102,"5062,3791",KLAB04781000102
,"2755,160",NOTC00997000005,"2405,1804",NOTC00997000006
https://archief.amsterdam/indexen/deeds/e557c10f-0b0f-7dcb-e053-b784100a971b,"2979,170",KLAC01164000143,"2515,2955",KLAC01164000145
,"2612,124",KLAD01960000020,"4853,3053",KLAD01960000020
https://archief.amsterdam/indexen/deeds/9d6d21e1-4401-666d-e053-b784100a1840,"285,170",A23646000039,"2108,3039",A23646000039
,"2743,123",KLAD03375000078,"2428,2476",KLAD03375000079
https://archief.amsterdam/indexen/deeds/9d6d21e3-7f41-666d-e053-b784100a1840,"337,105",A23653000025,"2235,2990",A23653000025
https://archief.amsterdam/indexen/deeds/d0092ad1-3cbd-1a7b-e053-b784100aab8a,"232,150",A23644000208,"2501,3881",A23644000208
https://archief.amsterdam/indexen/deeds/bebf5fd4-91dd-1e00-e053-b784100af734,"3116,180",KLAG03343000049,"5107,2090",KLAG03343000049
https://archief.amsterdam/indexen/deeds/9d6d21df-9bea-666d-e053-b784100a1840,"3216,103",A30768000189,"5253,3904",A30768000189
,"2662,117",KLAD01983000008,"4918,3749",KLAD01983000008
,"163,54",A31203000116,"2300,2222",A31203000117
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d2-666d-e053-b784100a1840,"753,203",A20015000143,"2757,3501",A20015000143
,"2916,179",A31025000023,"5133,3442",A31025000023
,"319,88",KLAD01936000103,"5125,3738",KLAD01936000103
,"2012,73",KLAD01545000025,"1728,1746",KLAD01545000026
,"387,93",A16128000089,"2681,3873",A16128000089
https://archief.amsterdam/indexen/deeds/9d6d21e0-8142-666d-e053-b784100a1840,"333,141",A30708000078,"2389,3749",A30708000078
https://archief.amsterdam/indexen/deeds/9d6d21e3-0d80-666d-e053-b784100a1840,"2186,121",A23653000050,"4039,2558",A23653000050
,"2130,1028",KLAD01840000047,"1841,2709",KLAD01840000048
,"604,166",A24963000077,"2493,3777",A24963000077
,"2186,1502",A25702000076,"1838,2786",A25702000077
,"625,139",KLAD03391000062,"4758,3656",KLAD03391000062
https://archief.amsterdam/indexen/deeds/e557c10e-b5da-7dcb-e053-b784100a971b,"3135,210",KLAB04781000110,"5127,3800",KLAB04781000110
https://archief.amsterdam/indexen/deeds/d0092ad1-3d12-1a7b-e053-b784100aab8a,"786,358",NOTG00054000084,"2909,2230",NOTG00054000084
https://archief.amsterdam/indexen/deeds/9d6d21df-ed9d-666d-e053-b784100a1840,"251,152",A23653000061,"2100,3028",A23653000061
,"2978,181",A24963000085,"2470,3758",A24963000086
https://archief.amsterdam/indexen/deeds/9d6d21e2-9b93-666d-e053-b784100a1840,"149,189",A23650000083,"2174,3174",A23650000083
https://archief.amsterdam/indexen/deeds/9d6d21e0-f556-666d-e053-b784100a1840,"2173,20",A20362000106,"1854,1300",A20362000107
,"1998,172",A16607000010,"3532,2688",A16607000010
https://archief.amsterdam/indexen/deeds/9d6d21e0-5105-666d-e053-b784100a1840,"2219,94",A23651000105,"3815,2932",A23651000105
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d5-666d-e053-b784100a1840,"121,193",A23650000242,"2144,3234",A23650000242
,"488,139",KLAD01885000175,"4831,1684",KLAD01885000175
https://archief.amsterdam/indexen/deeds/9d6d21e2-ff0e-666d-e053-b784100a1840,"259,233",A23645000288,"2412,3274",A23645000288
https://archief.amsterdam/indexen/deeds/9d6d21e0-c393-666d-e053-b784100a1840,"2224,73",A23651000123,"3803,2927",A23651000123
,"2859,136",A26669000104,"4965,3621",A26669000104
https://archief.amsterdam/indexen/deeds/d0092ad1-3d28-1a7b-e053-b784100aab8a,"561,2349",NOTG00054000059,"2878,4080",NOTG00054000059
,"3038,2097",KLAC01212000189,"2776,1932",KLAC01212000190
https://archief.amsterdam/indexen/deeds/d0092ad1-3d58-1a7b-e053-b784100aab8a,"165,146",A23644000221,"2296,3513",A23644000221
https://archief.amsterdam/indexen/deeds/9d6d21e0-6047-666d-e053-b784100a1840,"564,178",A23656000226,"2081,2283",A23656000226
https://archief.amsterdam/indexen/deeds/9d6d21df-9dd0-666d-e053-b784100a1840,"223,91",A30772000068,"1821,2762",A30772000068
,"439,1858",NOTC00998000052,"5172,3979",NOTC00998000053
,"2903,1674",A33628000050,"2718,2917",A33628000051
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d6-666d-e053-b784100a1840,"376,174",A23658000037,"2056,3031",A23658000037
,"1986,106",KLAD01840000020,"1836,2206",KLAD01840000021
https://archief.amsterdam/indexen/deeds/9d6d21e0-1ab5-666d-e053-b784100a1840,"3414,117",A30768000152,"2592,3432",A30768000153
,"1988,938",KLAD01532000055,"1902,1536",KLAD01532000056
,"2680,182",A32698000041,"4635,3358",A32698000041
https://archief.amsterdam/indexen/deeds/9d6d21e2-9bd8-666d-e053-b784100a1840,"2128,136",A23656000037,"3911,2969",A23656000037
,"2866,126",KLAD03194000066,"4899,3717",KLAD03194000066
,"76,134",KLAD02350000059,"2512,3907",KLAD02350000059
https://archief.amsterdam/indexen/deeds/9d6d21e0-d264-666d-e053-b784100a1840,"292,302",A23655000005,"2058,2958",A23655000005
https://archief.amsterdam/indexen/deeds/d0092ad1-3d69-1a7b-e053-b784100aab8a,"3171,255",NOTG00054000421,"5354,3279",NOTG00054000421
,"331,79",A31203000084,"2446,1930",A31203000085
https://archief.amsterdam/indexen/deeds/9d6d21e3-0dcb-666d-e053-b784100a1840,"565,166",A23658000106,"2087,2336",A23658000106
,"603,150",KLAD01893000064,"4958,1068",KLAD01893000064
,"230,104",KLAD01840000029,"3596,2706",KLAD01840000029
,"669,181",KLAD01885000236,"2654,3765",KLAD01885000236
,"2718,2540",KLAC01194000031,"2439,2098",KLAC01194000032
,"262,141",KLAD01877000012,"1864,2278",KLAD01877000012
,"2134,125",KLAD03522000006,"3516,2738",KLAD03522000007
https://archief.amsterdam/indexen/deeds/9d6d21e2-9bd9-666d-e053-b784100a1840,"271,202",A23650000206,"2182,3196",A23650000206
,"2390,205",A23539000070,"2202,3214",A23539000071
,"289,1137",A16607000007,"3579,999",A16607000007
,"2096,138",KLAD01877000057,"1860,2086",KLAD01877000058
,"2950,168",KLAD01557000097,"4993,3643",KLAD01557000097
,"536,176",A24963000020,"2469,3803",A24963000020
,"2838,137",A33864000123,"4947,3757",A33864000123
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d7-666d-e053-b784100a1840,"316,215",A23652000062,"2294,3359",A23652000062
,"294,108",KLAD02349000047,"3604,1628",KLAD02349000049
https://archief.amsterdam/indexen/deeds/9d6d21e0-d266-666d-e053-b784100a1840,"2568,97",A23647000188,"4344,3255",A23647000188
,"401,177",KLAD01983000073,"2554,3829",KLAD01983000073
,"2811,136",A26720000094,"4917,3751",A26720000094
,"656,167",KLAD03197000079,"5005,3518",KLAD03197000079
https://archief.amsterdam/indexen/deeds/9d6d21e1-35ed-666d-e053-b784100a1840,"194,118",A23651000070,"1997,2916",A23651000070
https://archief.amsterdam/indexen/deeds/d0092ad1-3db8-1a7b-e053-b784100aab8a,"177,149",A23644000147,"2447,3144",A23644000147
https://archief.amsterdam/indexen/deeds/9d6d21e2-29e6-666d-e053-b784100a1840,"372,174",A23656000040,"1988,2590",A23656000040
,"2060,128",KLAD02241000095,"3656,2709",KLAD02241000095
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d8-666d-e053-b784100a1840,"566,242",A23652000141,"2321,2932",A23652000141
,"2106,134",KLAD01555000040,"3727,2832",KLAD01555000040
,"2817,180",A33628000091,"5098,3998",A33628000091
,"665,247",KLAD01899000156,"2856,3817",KLAD01899000156
https://archief.amsterdam/indexen/deeds/9d6d21e1-b786-666d-e053-b784100a1840,"361,163",A23655000092,"2248,3010",A23655000092
https://archief.amsterdam/indexen/deeds/e557c10e-f60f-7dcb-e053-b784100a971b,"2938,169",KLAB04781000023,"4909,3702",KLAB04781000023
https://archief.amsterdam/indexen/deeds/9d6d21e2-c441-666d-e053-b784100a1840,"3012,130",A30761000072,"5073,3932",A30761000072
,"2056,84",KLAD01545000026,"1824,1572",KLAD01545000027
,"2897,183",KLAC01212000068,"2431,3181",KLAC01212000069
,"2853,105",KLAB05564000130,"2501,3465",KLAB05564000131
,"2172,145",KLAD01840000180,"3712,2736",KLAD01840000180
,"258,157",A30998000039,"4763,3739",A30998000039
,"679,133",KLAD03375000070,"2462,1796",KLAD03375000071
,"2751,85",KLAG05131000016,"4759,3769",KLAG05131000016
,"242,192",A30998000011,"2422,3786",A30998000011
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6d9-666d-e053-b784100a1840,"234,202",A23646000195,"2145,3056",A23646000195
,"2264,145",A25702000118,"3737,2812",A25702000118
https://archief.amsterdam/indexen/deeds/9d6d21df-ee18-666d-e053-b784100a1840,"2277,163",A23656000109,"3972,2791",A23656000109
https://archief.amsterdam/indexen/deeds/9d6d21e3-3deb-666d-e053-b784100a1840,"420,150",A23654000040,"1958,3071",A23654000040
https://archief.amsterdam/indexen/deeds/9d6d21e2-9c21-666d-e053-b784100a1840,"257,225",A23655000021,"2090,3031",A23655000021
,"248,70",KLAD01545000038,"3629,2118",KLAD01545000039
,"375,138",KLAG05101000014,"2238,3354",KLAG05101000014
,"2623,1729",KLAB05520000018,"4779,2328",KLAB05520000019
,"2069,152",KLAD02222000061,"3509,1935",KLAD02222000061
,"756,196",A26669000199,"5136,3746",A26669000199
,"2834,134",KLAD03197000068,"4777,2733",KLAD03197000069
https://archief.amsterdam/indexen/deeds/9d6d21e0-d2af-666d-e053-b784100a1840,"2321,147",A23657000097,"4170,3072",A23657000097
,"258,103",KLAD01877000004,"1753,2646",KLAD01877000004
https://archief.amsterdam/indexen/deeds/d0092ad1-3e93-1a7b-e053-b784100aab8a,"714,2195",NOTG00054000122,"2914,3994",NOTG00054000122
,"611,149",KLAD01928000073,"4901,3041",KLAD01928000073
,"266,146",A16581000086,"1753,1190",A16581000086
