id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
https://archief.amsterdam/indexen/deeds/9d6d21e1-54f4-666d-e053-b784100a1840,"387,209",A23657000110,"2229,3015",A23657000110
https://archief.amsterdam/indexen/deeds/9d6d21e1-c753-666d-e053-b784100a1840,"313,175",A23661000005,"2059,1915",A23661000005
,"3082,220",A20429000074,"2889,2770",A20429000075
https://archief.amsterdam/indexen/deeds/9d6d21e0-4c0d-666d-e053-b784100a1840,"409,235",A23645000255,"2381,3324",A23645000255
,"202,1490",KLAD01555000055,"3705,1401",KLAD01555000055
https://archief.amsterdam/indexen/deeds/9d6d21e3-1de8-666d-e053-b784100a1840,"2505,113",A23647000046,"4301,3260",A23647000046
https://archief.amsterdam/indexen/deeds/e557c10e-c41a-7dcb-e053-b784100a971b,"2900,192",KLAB04781000096,"4892,3109",KLAB04781000096
,"525,1353",KLAD01840000245,"3730,2676",KLAD01840000245
https://archief.amsterdam/indexen/deeds/9d6d21e0-e343-666d-e053-b784100a1840,"2279,194",A23658000070,"4077,3051",A23658000070
,"455,164",KLAB03099000213,"2624,3782",KLAB03099000213
,"611,157",A23539000018,"2076,3123",A23539000018
,"1938,186",A16039000077,"1794,2214",A16039000078
https://archief.amsterdam/indexen/deeds/9d6d21e3-6c25-666d-e053-b784100a1840,"2296,102",A23649000055,"4155,3103",A23649000055
,"2856,164",KLAD01960000072,"2518,2247",KLAD01960000073
,"2850,1159",A26669000012,"4838,3665",A26669000012
https://archief.amsterdam/indexen/deeds/9d6d21e2-39a4-666d-e053-b784100a1840,"2263,137",A23658000056,"4057,3031",A23658000056
,"1710,117",A16608000008,"3232,2057",A16608000008
https://archief.amsterdam/indexen/deeds/d0092ad0-efbc-1a7b-e053-b784100aab8a,"163,144",A23644000117,"2401,3549",A23644000117
,"2292,256",NOTD00100000025,"2015,1943",NOTD00100000026
,"347,88",KLAB05520000114,"2416,3701",KLAB05520000114
,"2569,142",A32396000113,"4418,3322",A32396000113
https://archief.amsterdam/indexen/deeds/9d6d21e1-c79f-666d-e053-b784100a1840,"381,201",A23659000035,"2118,3131",A23659000035
,"2818,191",A20014000094,"5016,3764",A20014000094
https://archief.amsterdam/indexen/deeds/9d6d21e0-7086-666d-e053-b784100a1840,"201,257",A23646000231,"2221,3101",A23646000231
,"2785,980",A33621000074,"2600,3697",A33621000075
,"3109,182",A24963000127,"5014,3743",A24963000127
,"376,110",KLAD02241000099,"1877,2581",KLAD02241000099
https://archief.amsterdam/indexen/deeds/d0092ad0-effb-1a7b-e053-b784100aab8a,"683,338",NOTG00054000386,"2896,3530",NOTG00054000386
,"2811,177",A32419000137,"4894,3803",A32419000137
https://archief.amsterdam/indexen/deeds/9d6d21e2-acf5-666d-e053-b784100a1840,"2370,180",A23657000029,"4148,2646",A23657000029
,"525,210",A26736000087,"2302,3800",A26736000088
https://archief.amsterdam/indexen/deeds/9d6d21e0-6c1b-666d-e053-b784100a1840,"269,123",A30708000029,"3548,1922",A30708000029
,"3001,267",KLAD01899000196,"5117,3822",KLAD01899000196
,"2214,131",KLAD01840000237,"3708,2734",KLAD01840000237
,"2953,167",A33853000141,"2475,3745",A33853000142
https://archief.amsterdam/indexen/deeds/9d6d21e3-19cc-666d-e053-b784100a1840,"206,98",A30772000073,"1785,2667",A30772000073
,"2921,200",A33628000047,"5176,4012",A33628000047
https://archief.amsterdam/indexen/deeds/a3cb51cc-7029-50ee-e053-b784100a6caf,"669,228",KLAB05562000163,"2558,3814",KLAB05562000163
,"323,188",KLAD01900000016,"4984,1719",KLAD01900000016
https://archief.amsterdam/indexen/deeds/d0092ad0-f04d-1a7b-e053-b784100aab8a,"168,150",A23644000096,"2324,3576",A23644000096
https://archief.amsterdam/indexen/deeds/9d6d21df-fe28-666d-e053-b784100a1840,"509,146",A23647000196,"2277,3279",A23647000196
,"2064,112",KLAD02194000053,"3604,2633",KLAD02194000053
,"2815,133",KLAD01928000087,"5016,3719",KLAD01928000087
,"3085,2041",KLAD01899000207,"2794,1447",KLAD01899000208
,"4437,209",KLAB04820000088,"7169,5545",KLAB04820000088
,"155,127",A33852000014,"2420,3736",A33852000015
https://archief.amsterdam/indexen/deeds/9d6d21e3-c735-666d-e053-b784100a1840,"396,189",A23655000142,"2222,3001",A23655000142
,"394,168",A33853000015,"2405,3725",A33853000015
,"2936,191",A33628000146,"5175,3774",A33628000146
,"1965,1368",A16581000045,"3508,1897",A16581000046
,"2083,141",KLAD01877000069,"3610,2702",KLAD01877000069
,"2811,127",A16128000083,"5146,3827",A16128000083
,"372,92",KLAG03197000012,"4980,1193",KLAG03197000012
,"2912,155",A30981000120,"2420,3739",A30981000121
https://archief.amsterdam/indexen/deeds/d0092ad0-f099-1a7b-e053-b784100aab8a,"835,252",NOTG00054000202,"3070,2109",NOTG00054000202
,"418,157",KLAD01960000067,"2516,3661",KLAD01960000067
https://archief.amsterdam/indexen/deeds/9d6d21e2-acf6-666d-e053-b784100a1840,"597,173",A20015000123,"2710,3658",A20015000123
,"236,208",A32698000007,"2275,3493",A32698000007
,"2894,1300",A33853000097,"4966,1067",A33853000098
,"553,204",A26720000057,"4912,1832",A26720000057
,"233,99",A31203000169,"2402,3377",A31203000170
https://archief.amsterdam/indexen/deeds/9d6d21e1-553b-666d-e053-b784100a1840,"214,141",A23647000020,"2155,3271",A23647000020
https://archief.amsterdam/indexen/deeds/d0092ad0-f0ab-1a7b-e053-b784100aab8a,"2900,2115",NOTG00054000072,"5223,3989",NOTG00054000072
https://archief.amsterdam/indexen/deeds/9d6d21e2-884c-666d-e053-b784100a1840,"2685,176",A23645000361,"4342,3344",A23645000361
,"2150,154",KLAD02331000077,"3555,2575",KLAD02331000077
,"606,163",KLAD01893000034,"2528,3808",KLAD01893000034
,"531,158",KLAD03198000082,"2540,3626",KLAD03198000083
,"1908,121",KLAD01984000015,"3561,2773",KLAD01984000015
,"439,144",KLAB03099000237,"2647,3753",KLAB03099000237
,"2877,1954",A33853000044,"2526,1637",A33853000045
https://archief.amsterdam/indexen/deeds/9d6d21e0-7089-666d-e053-b784100a1840,"304,190",A23647000061,"2207,3281",A23647000061
,"2688,145",A31068000026,"2352,1917",A31068000028
https://archief.amsterdam/indexen/deeds/e557c10f-2c15-7dcb-e053-b784100a971b,"3081,164",KLAB04781000076,"4980,3645",KLAB04781000076
,"1724,124",A16608000013,"3265,2504",A16608000013
,"2748,59",KLAB05520000082,"2395,3308",KLAB05520000083
,"3114,182",KLAD01899000164,"5106,3772",KLAD01899000164
,"2919,214",A33628000076,"5264,3967",A33628000076
https://archief.amsterdam/indexen/deeds/9d6d21e3-c738-666d-e053-b784100a1840,"2509,245",A23652000175,"4450,2505",A23652000175
https://archief.amsterdam/indexen/deeds/d0092ad0-f0f8-1a7b-e053-b784100aab8a,"816,298",NOTG00054000398,"3041,2513",NOTG00054000398
,"2086,64",KLAD01555000062,"3766,2827",KLAD01555000062
https://archief.amsterdam/indexen/deeds/d0092ad0-f135-1a7b-e053-b784100aab8a,"3278,283",NOTG00054000349,"5555,3797",NOTG00054000349
https://archief.amsterdam/indexen/deeds/9d6d21e2-8881-666d-e053-b784100a1840,"179,143",A23649000070,"2151,3114",A23649000070
,"413,102",KLAD02233000084,"1754,2681",KLAD02233000084
https://archief.amsterdam/indexen/deeds/d0092ad0-f13b-1a7b-e053-b784100aab8a,"812,2197",NOTG00054000123,"2841,3982",NOTG00054000123
https://archief.amsterdam/indexen/deeds/9d6d21e0-6cde-666d-e053-b784100a1840,"3034,2286",A30768000181,"2634,3968",A30768000182
,"355,118",KLAD01983000015,"4864,3313",KLAD01983000015
https://archief.amsterdam/indexen/deeds/d0092ad0-f13c-1a7b-e053-b784100aab8a,"827,2209",NOTG00054000143,"2889,3906",NOTG00054000143
https://archief.amsterdam/indexen/deeds/d0092ad0-f140-1a7b-e053-b784100aab8a,"661,386",NOTG00054000388,"3048,3801",NOTG00054000388
,"2951,203",KLAC01212000086,"2486,2513",KLAC01212000087
https://archief.amsterdam/indexen/deeds/bebf5fd5-1d55-1e00-e053-b784100af734,"374,140",KLAG03343000111,"2482,3347",KLAG03343000111
,"749,2931",KLAD01887000194,"4922,3448",KLAD01887000194
https://archief.amsterdam/indexen/deeds/9d6d21e1-c7df-666d-e053-b784100a1840,"424,114",A23656000092,"2066,2715",A23656000092
,"389,153",KLAD01840000158,"1908,2628",KLAD01840000158
https://archief.amsterdam/indexen/deeds/9d6d21e0-6ce0-666d-e053-b784100a1840,"2501,163",A23654000194,"3982,3109",A23654000194
https://archief.amsterdam/indexen/deeds/d0092ad0-f14f-1a7b-e053-b784100aab8a,"140,153",A23644000028,"2430,3763",A23644000028
,"314,110",A20373000010,"1600,2579",A20373000010
,"2821,126",NOTC00997000034,"2599,3791",NOTC00997000035
,"2835,197",NOTC00998000035,"2460,3937",NOTC00998000036
,"421,248",KLAD03198000105,"2642,3758",KLAD03198000106
https://archief.amsterdam/indexen/deeds/e557c10f-1908-7dcb-e053-b784100a971b,"2841,224",KLAC01164000066,"5119,3732",KLAC01164000066
,"495,149",KLAB05520000180,"2487,3336",KLAB05520000180
,"252,177",A16581000131,"1761,2663",A16581000131
,"189,1258",A30998000052,"4784,3730",A30998000052
https://archief.amsterdam/indexen/deeds/d0092ad0-f183-1a7b-e053-b784100aab8a,"698,272",NOTG00054000139,"3007,2252",NOTG00054000139
,"3097,1649",KLAD01887000245,"2647,1323",KLAD01887000246
https://archief.amsterdam/indexen/deeds/9d6d21df-fe70-666d-e053-b784100a1840,"307,117",A20015000012,"2559,3485",A20015000012
,"2372,1544",A23539000060,"2034,2197",A23539000061
,"4247,240",KLAB04820000027,"3556,2150",KLAB04820000028
https://archief.amsterdam/indexen/deeds/9d6d21e2-ad3d-666d-e053-b784100a1840,"2384,287",A23652000095,"4347,2780",A23652000095
https://archief.amsterdam/indexen/deeds/9d6d21e2-a915-666d-e053-b784100a1840,"516,165",A30768000170,"2611,3947",A30768000170
,"2011,98",KLAD02241000067,"1831,1076",KLAD02241000068
,"2801,130",KLAD01978000011,"4868,3787",KLAD01978000011
https://archief.amsterdam/indexen/deeds/9d6d21e2-ad3e-666d-e053-b784100a1840,"180,241",A23646000226,"2178,3084",A23646000226
https://archief.amsterdam/indexen/deeds/9d6d21e0-dfab-666d-e053-b784100a1840,"2542,139",A23654000161,"4059,3132",A23654000161
,"573,190",KLAD01885000131,"4946,1762",KLAD01885000131
,"414,368",A30705000071,"3003,4260",A30705000071
,"2864,135",KLAB05520000140,"2574,3109",KLAB05520000141
,"335,135",KLAC01194000039,"2296,3150",KLAC01194000039
,"2778,1251",KLAD01887000243,"2628,1656",KLAD01887000244
https://archief.amsterdam/indexen/deeds/e557c10e-c426-7dcb-e053-b784100a971b,"607,165",KLAB04781000091,"2451,3604",KLAB04781000092
,"312,151",KLAC01194000030,"2347,3838",KLAC01194000030
,"415,139",KLAD03391000024,"4754,2141",KLAD03391000024
,"2067,97",KLAD02241000058,"3694,2684",KLAD02241000058
,"364,167",KLAD01885000021,"2362,3619",KLAD01885000022
https://archief.amsterdam/indexen/deeds/9d6d21e0-710f-666d-e053-b784100a1840,"502,137",A23656000116,"2139,2769",A23656000116
https://archief.amsterdam/indexen/deeds/9d6d21e3-1e70-666d-e053-b784100a1840,"378,178",A23646000022,"2042,3065",A23646000022
https://archief.amsterdam/indexen/deeds/9d6d21e1-c81d-666d-e053-b784100a1840,"336,141",A23655000068,"2238,3117",A23655000068
,"2913,161",KLAD01928000132,"5104,3712",KLAD01928000132
,"2049,126",KLAD01971000038,"3547,2788",KLAD01971000038
https://archief.amsterdam/indexen/deeds/9d6d21e2-e74c-666d-e053-b784100a1840,"462,177",KLAB04784000027,"2586,1628",KLAB04784000027
https://archief.amsterdam/indexen/deeds/e557c10e-eef5-7dcb-e053-b784100a971b,"2944,1499",KLAC01164000134,"5074,1421",KLAC01164000135
,"2817,135",KLAD01885000167,"2593,1586",KLAD01885000168
https://archief.amsterdam/indexen/deeds/9d6d21e3-9251-666d-e053-b784100a1840,"2464,112",A23647000064,"4417,3251",A23647000064
,"2946,1740",KLAD03194000125,"4975,2363",KLAD03194000126
https://archief.amsterdam/indexen/deeds/9d6d21e1-55b0-666d-e053-b784100a1840,"2740,129",A20015000056,"4965,3713",A20015000056
https://archief.amsterdam/indexen/deeds/9d6d21e3-9252-666d-e053-b784100a1840,"121,102",A23650000226,"2201,3151",A23650000226
,"314,126",A32396000011,"2155,2916",A32396000017
,"268,1445",KLAG05131000019,"4735,2122",KLAG05131000019
https://archief.amsterdam/indexen/deeds/9d6d21df-dadd-666d-e053-b784100a1840,"2228,102",A23651000107,"3854,2930",A23651000107
,"352,169",A33853000003,"4839,3710",A33853000003
,"298,167",KLAD03391000019,"4884,1788",KLAD03391000019
,"431,134",A32698000205,"2601,3726",A32698000205
https://archief.amsterdam/indexen/deeds/9d6d21df-feae-666d-e053-b784100a1840,"276,145",A23647000075,"2194,3220",A23647000075
,"610,137",A31025000091,"5189,2644",A31025000091
,"2833,2447",KLAD01928000019,"4834,1818",KLAD01928000020
https://archief.amsterdam/indexen/deeds/9d6d21e0-e40a-666d-e053-b784100a1840,"2154,129",A23661000030,"3928,2529",A23661000030
,"2889,122",A32419000027,"2515,3301",A32419000028
https://archief.amsterdam/indexen/deeds/9d6d21e2-3a37-666d-e053-b784100a1840,"2518,170",A23648000106,"4435,3318",A23648000106
,"2715,170",KLAD01960000035,"4892,3553",KLAD01960000035
https://archief.amsterdam/indexen/deeds/9d6d21df-feaf-666d-e053-b784100a1840,"234,149",A23653000166,"2118,2962",A23653000166
,"541,246",A20429000014,"2606,3764",A20429000014
,"2034,135",KLAD01958000047,"1803,1137",KLAD01958000048
,"2051,103",KLAD01545000006,"1827,2525",KLAD01545000007
https://archief.amsterdam/indexen/deeds/9d6d21e0-7111-666d-e053-b784100a1840,"2766,169",A20015000072,"4935,3491",A20015000072
,"3027,1344",A24963000120,"5014,3744",A24963000121
,"2685,124",KLAD01983000017,"4909,3375",KLAD01983000017
,"4256,1907",KLAB04820000033,"3501,5496",KLAB04820000034
https://archief.amsterdam/indexen/deeds/9d6d21e1-55b2-666d-e053-b784100a1840,"105,71",A23650000098,"2202,3187",A23650000098
https://archief.amsterdam/indexen/deeds/9d6d21e3-9257-666d-e053-b784100a1840,"2307,171",A23656000200,"3946,2505",A23656000200
https://archief.amsterdam/indexen/deeds/9d6d21e0-7112-666d-e053-b784100a1840,"484,131",A23653000094,"2092,2664",A23653000094
,"423,1110",A32396000080,"4424,712",A32396000080
,"245,83",A33621000012,"2544,3789",A33621000013
,"489,138",KLAB03099000100,"2706,3806",KLAB03099000100
,"354,155",A33853000019,"2441,3745",A33853000019
,"3062,208",KLAD01899000165,"2784,2349",KLAD01899000166
https://archief.amsterdam/indexen/deeds/9d6d21df-fad6-666d-e053-b784100a1840,"330,265",A30761000060,"2463,4036",A30761000060
https://archief.amsterdam/indexen/deeds/9d6d21e2-8907-666d-e053-b784100a1840,"575,238",A23645000183,"2311,3314",A23645000183
https://archief.amsterdam/indexen/deeds/9d6d21e1-55f1-666d-e053-b784100a1840,"227,210",A23646000142,"2188,3055",A23646000142
,"2669,116",A33641000020,"4862,3756",A33641000020
https://archief.amsterdam/indexen/deeds/9d6d21e1-31f3-666d-e053-b784100a1840,"486,192",A23645000337,"2395,3313",A23645000337
,"499,156",A16415000043,"1684,2606",A16415000043
,"504,166",KLAB05564000165,"2423,2941",KLAB05564000165
https://archief.amsterdam/indexen/deeds/9d6d21e2-fb7a-666d-e053-b784100a1840,"408,225",A23645000154,"2283,3290",A23645000154
,"2963,164",NOTC01004000018,"5209,4007",NOTC01004000018
,"2944,234",KLAC01212000069,"4886,3694",KLAC01212000069
https://archief.amsterdam/indexen/deeds/9d6d21df-fef3-666d-e053-b784100a1840,"213,211",A23650000216,"2227,3168",A23650000216
https://archief.amsterdam/indexen/deeds/9d6d21e2-3a74-666d-e053-b784100a1840,"310,143",A23648000068,"2173,3231",A23648000068
,"278,1975",KLAG05131000023,"2342,1321",KLAG05131000024
https://archief.amsterdam/indexen/deeds/9d6d21df-fef4-666d-e053-b784100a1840,"2466,223",A23652000075,"4310,2715",A23652000075
,"2780,150",KLAD01983000086,"4928,3329",KLAD01983000086
https://archief.amsterdam/indexen/deeds/bebf5fd4-8caa-1e00-e053-b784100af734,"352,181",KLAG03343000108,"2498,1981",KLAG03343000108
,"2967,1681",KLAB03099000219,"2661,3750",KLAB03099000220
,"1749,108",A16608000003,"3156,2480",A16608000003
,"2005,128",KLAD01877000027,"3613,2682",KLAD01877000027
,"437,186",A26720000077,"2460,3776",A26720000077
,"593,143",KLAG05143000017,"2564,3635",KLAG05143000017
https://archief.amsterdam/indexen/deeds/9d6d21e1-c859-666d-e053-b784100a1840,"2337,208",A23658000088,"3999,2511",A23658000088
https://archief.amsterdam/indexen/deeds/bebf5fd4-9eba-1e00-e053-b784100af734,"2958,104",KLAG03343000033,"5092,3600",KLAG03343000033
https://archief.amsterdam/indexen/deeds/e557c10e-ed23-7dcb-e053-b784100a971b,"881,188",KLAC01164000227,"2892,3655",KLAC01164000227
https://archief.amsterdam/indexen/deeds/9d6d21df-fef6-666d-e053-b784100a1840,"325,209",A23652000020,"2255,3022",A23652000020
,"3044,218",KLAC01212000147,"4984,3793",KLAC01212000147
,"515,1645",A26669000017,"4857,3086",A26669000017
,"693,162",KLAD01893000091,"2570,3781",KLAD01893000091
https://archief.amsterdam/indexen/deeds/9d6d21e0-7159-666d-e053-b784100a1840,"2397,250",A23655000120,"4215,2596",A23655000120
https://archief.amsterdam/indexen/deeds/9d6d21e2-3a78-666d-e053-b784100a1840,"2547,98",A23647000160,"4343,3294",A23647000160
https://archief.amsterdam/indexen/deeds/e557c10e-d7be-7dcb-e053-b784100a971b,"3085,169",KLAC01164000182,"2701,3575",KLAC01164000183
,"2743,135",A32698000057,"4759,3652",A32698000057
https://archief.amsterdam/indexen/deeds/9d6d21e3-c73f-666d-e053-b784100a1840,"350,148",A23659000039,"2181,3014",A23659000039
,"1851,111",KLAD01984000004,"3510,2765",KLAD01984000004
https://archief.amsterdam/indexen/deeds/9d6d21e2-387e-666d-e053-b784100a1840,"618,90",A23654000078,"2008,3074",A23654000078
https://archief.amsterdam/indexen/deeds/d0092ad0-f3b6-1a7b-e053-b784100aab8a,"3001,322",NOTG00054000086,"5090,2013",NOTG00054000086
,"363,152",KLAD03522000073,"3710,2738",KLAD03522000073
https://archief.amsterdam/indexen/deeds/9d6d21df-dba3-666d-e053-b784100a1840,"2513,185",A23645000112,"4352,3317",A23645000112
https://archief.amsterdam/indexen/deeds/d0092ad0-f3bd-1a7b-e053-b784100aab8a,"150,148",A23644000213,"2422,3187",A23644000213
,"2822,125",KLAD01936000096,"5103,3757",KLAD01936000096
,"206,73",KLAD01984000040,"1767,2733",KLAD01984000041
,"2373,84",A23656000067,"3794,1731",A23656000067
,"2868,419",A30705000044,"5485,4180",A30705000044
,"542,147",KLAD01885000193,"2563,3689",KLAD01885000193
https://archief.amsterdam/indexen/deeds/9d6d21e2-3abe-666d-e053-b784100a1840,"2434,275",A23655000172,"4224,2673",A23655000172
,"1981,1363",KLAD01532000081,"1850,2744",KLAD01532000083
https://archief.amsterdam/indexen/deeds/d0092ad0-f407-1a7b-e053-b784100aab8a,"3116,338",NOTG00054000220,"5390,3506",NOTG00054000220
,"127,159",KLAD01555000071,"1847,2822",KLAD01555000071
,"267,72",KLAC01194000036,"2317,3351",KLAC01194000036
https://archief.amsterdam/indexen/deeds/9d6d21e3-92bf-666d-e053-b784100a1840,"2631,102",A23647000219,"4378,3291",A23647000219
,"2430,130",A32396000128,"2300,1645",A32396000129
https://archief.amsterdam/indexen/deeds/9d6d21e3-b4e7-666d-e053-b784100a1840,"2311,122",A23649000038,"4078,3106",A23649000038
,"3034,175",A24966000104,"4995,453",A24966000104
https://archief.amsterdam/indexen/deeds/9d6d21e0-6e74-666d-e053-b784100a1840,"576,99",A23654000084,"1999,3108",A23654000084
https://archief.amsterdam/indexen/deeds/9d6d21e1-564b-666d-e053-b784100a1840,"2429,200",A23655000155,"4303,3045",A23655000155
,"3090,237",A20429000079,"5493,3944",A20429000080
,"2464,138",A32396000099,"4470,3260",A32396000099
,"359,174",KLAD01877000107,"1871,2720",KLAD01877000107
https://archief.amsterdam/indexen/deeds/9d6d21df-af83-666d-e053-b784100a1840,"348,106",KLAB05528000029,"2293,3580",KLAB05528000029
,"2795,1629",NOTC00997000030,"2414,3163",NOTC00997000031
https://archief.amsterdam/indexen/deeds/9d6d21e2-fc08-666d-e053-b784100a1840,"2260,134",A23651000069,"3789,2957",A23651000069
,"485,180",A33864000088,"4818,3728",A33864000088
,"476,128",A30981000129,"2405,3740",A30981000129
,"486,150",A33628000100,"2625,3878",A33628000100
,"3036,175",KLAD01899000126,"2765,1829",KLAD01899000127
https://archief.amsterdam/indexen/deeds/9d6d21e3-92c2-666d-e053-b784100a1840,"2343,181",A23658000178,"4175,2196",A23658000178
https://archief.amsterdam/indexen/deeds/d0092ad0-f467-1a7b-e053-b784100aab8a,"834,348",NOTG00054000355,"3076,3734",NOTG00054000355
